Alter;Geschlecht;Vertragsenddatum;Bereich;Standort;Vertragsart;Austrittsdatum;Betriebszugehoerigkeit;FTE;FK;Abteilungsgroeﬂe;Zeit_auf_Position;Mitarbeiterstatus;Aktiv;2023_Ziele;2023_Pers_Beurteilung;2024_Ziele;2024_Pers_Beurteilung;Krankenstand_2023;Krankenstand_2024;Gehaltsentwicklung
41-50;M;;Gesch‰ftsbereich;E;Permanent;23.09.2022;18-20;1.0;0;13.768703150685594;"""3-5""";Dormant;1;#NV;Durchschnitt;#NV;#NV;1 % - 3 %;3,1 - 5%;10%-14%
41-50;M;;HQ;B;Permanent;;15-17;0.5;0;3.0080771185744397;"""6-8""";Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;kleiner 1 %;3,1 - 5%;10%-14%
51-60;M;;HQ;B;Permanent;;30-32;0.5;1;74.2381641149354;"""3-5""";Active;1;#NV;#NV;#NV;#NV;;kleiner 1%;5%-9%
‹ber 60;M;;Gesch‰ftsbereich;G;Permanent;31.01.2025;45-47;999.0;1;203.5502908411042;"""3-5""";Active;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;1 % - 3 %;;
31-40;M;;Gesch‰ftsbereich;A;Fixed term contract;;"""12-14""";0.5;0;104.9864864476898;"""6-8""";Active;1;#NV;#NV;#NV;#NV;3,1 - 5%;5,1 - 10%;35%-39%
41-50;F;30.06.2022;Werk;C;Permanent;;"""9-11""";1.0;1;19.182726233629975;0-2;Dormant;1;#NV;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;;5,1 - 10%;10%-14%
‹ber 60;M;;Werk;D;Permanent;;33-35;999.0;1;19.888679940725194;0-2;Active;1;‹berdurchschnitt;#NV;‹berdurchschnitt;Durchschnitt;;3,1 - 5%;
41-50;M;31.03.2025;HQ;E;Permanent;;"""12-14""";999.0;1;44.22808320797977;"""3-5""";Active;0;‹berdurchschnitt;#NV;#NV;#NV;;5,1 - 10%;0%-4%
41-50;M;31.05.2023;HQ;B;Permanent;;"""12-14""";1.0;1;35.83881724493405;0-2;Active;0;#NV;#NV;#NV;Durchschnitt;kleiner 1 %;;35%-39%
51-60;M;;Gesch‰ftsbereich;E;Permanent;;30-32;0.0;0;15.21366410609253;"""3-5""";Active;1;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;1 % - 3 %;;0%-4%
51-60;M;;Gesch‰ftsbereich;B;Permanent;;0-2;1.0;1;57.82677488223367;0-2;Terminated;1;#NV;#NV;#NV;#NV;10,1 - 15 %;;
51-60;M;;Werk;E;Fixed term contract;;36-38;0.5;0;56.33267404793139;"""3-5""";Active;1;‹berdurchschnitt;#NV;Durchschnitt;Durchschnitt;;5,1 - 10%;5%-9%
18-24;M;;Gesch‰ftsbereich;F;Permanent;13.03.2023;"""6-8""";999.0;1;48.46434659954347;"""3-5""";Terminated;0;Durchschnitt;Durchschnitt;Durchschnitt;Unrated;15,1 - 20 %;;
51-60;F;;HQ;A;Permanent;;15-17;0.0;0;23.17069070122473;15-17;Active;1;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;3,1 - 5%;5,1 - 10%;5%-9%
51-60;M;;Werk;B;Permanent;;0-2;999.0;1;18.39481054819165;0-2;Active;0;Durchschnitt;Unrated;#NV;#NV;20,01 - 40%;;
25-30;F;;Gesch‰ftsbereich;A;Permanent;30.09.2022;"""9-11""";0.0;0;180.16674214147605;"""3-5""";Active;1;Durchschnitt;Durchschnitt;#NV;#NV;;1,0 - 3 %;20%-24%
25-30;F;;Werk;E;Permanent;;0-2;0.0;1;8.519056221411063;0-2;Active;0;#NV;#NV;#NV;#NV;;;
41-50;M;;Werk;G;Permanent;;0-2;0.0;1;101.33526275456308;0-2;Active;0;#NV;#NV;Durchschnitt;Unrated;15,1 - 20 %;3,1 - 5%;
31-40;M;;HQ;F;Permanent;;"""12-14""";999.0;0;19.25439441640314;"""9-11""";Active;0;#NV;Durchschnitt;#NV;#NV;1 % - 3 %;kleiner 1%;5%-9%
18-24;M;;Werk;E;Permanent;28.02.2025;0-2;999.0;0;262.82950703054246;0-2;Terminated;0;#NV;Durchschnitt;#NV;Unrated;;20,1 - 40%;
51-60;M;;Werk;E;Fixed term contract;;30-32;999.0;0;63.67120168210066;"""12-14""";Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;;kleiner 1%;30%-34%
41-50;M;31.08.2022;Gesch‰ftsbereich;E;Permanent;;"""9-11""";0.5;1;20.36759277087059;"""9-11""";Active;0;Unterdurchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;10,1 - 15 %;1,0 - 3 %;10%-14%
18-24;M;;HQ;F;Permanent;;0-2;0.0;0;22.80413548394973;0-2;Active;0;#NV;Durchschnitt;#NV;#NV;;5,1 - 10%;
18-24;M;;Gesch‰ftsbereich;B;Permanent;;"""3-5""";0.5;0;182.1590485703412;0-2;Dormant;0;Unrated;#NV;‹berdurchschnitt;‹berdurchschnitt;1 % - 3 %;;
51-60;F;;Werk;B;Permanent;;33-35;999.0;0;14.005006784822386;18-20;Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;1 % - 3 %;;5%-9%
51-60;M;;Werk;D;Fixed term contract;;30-32;0.5;1;77.49868060484387;"""3-5""";Active;0;#NV;Durchschnitt;#NV;Unterdurchschnitt;;;5%-9%
41-50;M;;Werk;F;Permanent;31.12.2023;"""9-11""";0.5;1;9.940124456222755;"""9-11""";Dormant;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;10,1 - 15 %;;
51-60;M;;Werk;C;Permanent;;27-29;0.0;0;119.5519391713129;"""3-5""";Terminated;0;Unrated;Durchschnitt;#NV;#NV;3,1 - 5%;;5%-9%
25-30;F;;Werk;C;Permanent;;"""6-8""";1.0;1;73.59447276281148;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;#NV;;;20%-24%
41-50;M;31.03.2024;HQ;E;Permanent;;"""12-14""";1.0;1;51.00124656477179;"""12-14""";Active;1;#NV;#NV;Unrated;Durchschnitt;3,1 - 5%;10,1 - 15%;10%-14%
41-50;F;;Werk;A;Permanent;;27-29;0.5;1;19.238162355934463;"""9-11""";Active;1;Unrated;‹berdurchschnitt;#NV;#NV;;5,1 - 10%;10%-14%
31-40;F;;Gesch‰ftsbereich;E;Permanent;;"""6-8""";999.0;0;46.81964529404449;"""3-5""";Terminated;0;Durchschnitt;‹berdurchschnitt;Durchschnitt;#NV;1 % - 3 %;;5%-9%
31-40;M;;HQ;A;Permanent;31.01.2024;"""6-8""";999.0;0;19.53234023880298;0-2;Terminated;0;#NV;Unrated;Durchschnitt;Unrated;;3,1 - 5%;10%-14%
41-50;F;;HQ;G;Permanent;;"""6-8""";999.0;0;148.98172226276546;"""6-8""";Terminated;0;#NV;#NV;‹berdurchschnitt;#NV;;;15%-19%
18-24;M;;HQ;E;Permanent;;0-2;1.0;0;22.52497287608824;0-2;Terminated;0;#NV;#NV;Durchschnitt;#NV;5,1 - 10%;kleiner 1%;
‹ber 60;M;;Werk;G;Permanent;;33-35;0.0;0;140.60140344339652;"""3-5""";Active;1;#NV;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;;;
51-60;M;14.10.2024;Werk;A;Permanent;;24-26;999.0;0;69.33646292728682;18-20;Active;1;#NV;#NV;‹berdurchschnitt;#NV;;3,1 - 5%;5%-9%
41-50;M;;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.0;1;142.69842628576595;0-2;Active;1;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;10,1 - 15 %;10,1 - 15%;10%-14%
51-60;M;;HQ;F;Permanent;;"""12-14""";999.0;0;138.15125902407235;0-2;Active;1;Durchschnitt;#NV;Durchschnitt;#NV;;kleiner 1%;
31-40;M;;HQ;A;Permanent;;0-2;0.0;1;53.2937090659166;0-2;Dormant;0;#NV;#NV;#NV;#NV;;1,0 - 3 %;
51-60;F;30.04.2025;Gesch‰ftsbereich;E;Permanent;;24-26;0.5;1;22.28977394351555;18-20;Active;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;kleiner 1 %;;5%-9%
18-24;M;;Werk;E;Permanent;;"""3-5""";1.0;1;113.42700172870184;0-2;Active;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;;3,1 - 5%;20%-24%
51-60;F;;HQ;A;Permanent;22.09.2022;"""9-11""";0.0;1;181.08484877959842;"""3-5""";Terminated;0;#NV;‹berdurchschnitt;#NV;#NV;15,1 - 20 %;1,0 - 3 %;5%-9%
51-60;M;;HQ;E;Permanent;;24-26;0.5;1;27.062026254721708;0-2;Active;1;Durchschnitt;Durchschnitt;#NV;Durchschnitt;;3,1 - 5%;5%-9%
31-40;F;;Gesch‰ftsbereich;D;Fixed term contract;30.04.2024;"""9-11""";0.0;0;9.2282072631569;"""9-11""";Active;0;#NV;#NV;‹berdurchschnitt;Durchschnitt;;3,1 - 5%;15%-19%
31-40;M;;HQ;A;Permanent;;"""6-8""";1.0;0;21.17986585793935;"""6-8""";Active;1;#NV;#NV;‹berdurchschnitt;#NV;60,01 - 75%;;15%-19%
‹ber 60;M;;HQ;E;Permanent;30.09.2022;27-29;999.0;1;74.05335436139056;"""3-5""";Active;0;#NV;Durchschnitt;Durchschnitt;#NV;;1,0 - 3 %;
51-60;M;;Gesch‰ftsbereich;E;Permanent;;"""12-14""";0.5;1;139.7837974031301;"""6-8""";Terminated;1;‹berdurchschnitt;Durchschnitt;#NV;#NV;;3,1 - 5%;5%-9%
25-30;M;;Gesch‰ftsbereich;E;Permanent;;0-2;0.5;0;37.50338336142579;0-2;Active;1;#NV;Durchschnitt;#NV;#NV;;;95%-100%
51-60;M;;HQ;A;Permanent;;42-44;999.0;1;5.569613945587853;15-17;Active;0;#NV;#NV;Durchschnitt;Durchschnitt;5,1 - 10%;5,1 - 10%;5%-9%
18-24;M;;HQ;C;Permanent;31.01.2025;0-2;1.0;0;10.623838475448073;0-2;Active;1;#NV;#NV;#NV;‹berdurchschnitt;;;
31-40;M;;HQ;B;Permanent;;"""6-8""";0.0;0;27.449648619103225;"""6-8""";Terminated;1;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;1 % - 3 %;15,1 - 20%;15%-19%
51-60;M;;Werk;D;Permanent;;15-17;1.0;0;103.77892932007843;"""12-14""";Active;0;#NV;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;;;5%-9%
18-24;F;;Werk;E;Permanent;;0-2;0.0;1;16.884499397958795;0-2;Active;0;#NV;#NV;#NV;Durchschnitt;1 % - 3 %;;
51-60;F;;Werk;E;Permanent;;21-23;1.0;1;14.910029148928617;18-20;Active;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;5,1 - 10%;;15%-19%
31-40;M;31.08.2025;Gesch‰ftsbereich;A;Permanent;;"""6-8""";0.0;0;25.671317351812338;"""6-8""";Active;0;Durchschnitt;Durchschnitt;Durchschnitt;#NV;20,01 - 40%;;15%-19%
18-24;M;;HQ;E;Permanent;;0-2;0.5;0;64.7752219698807;0-2;Active;0;Durchschnitt;‹berdurchschnitt;‹berdurchschnitt;#NV;15,1 - 20 %;;
31-40;M;;Gesch‰ftsbereich;A;Permanent;;"""3-5""";0.0;1;58.17134944644872;"""3-5""";Active;0;Durchschnitt;#NV;#NV;Unrated;;;10%-14%
‹ber 60;M;;HQ;A;Permanent;24.02.2023;"""9-11""";1.0;0;51.536328948792956;0-2;Terminated;1;#NV;Durchschnitt;‹berdurchschnitt;Durchschnitt;10,1 - 15 %;;
41-50;M;;HQ;A;Permanent;;"""12-14""";999.0;1;3.6232061713423405;"""12-14""";Active;1;#NV;#NV;Unrated;#NV;;kleiner 1%;5%-9%
41-50;F;;HQ;F;Permanent;;"""12-14""";1.0;0;1.2433188610683317;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;;10,1 - 15%;
31-40;F;;Werk;A;Permanent;30.09.2023;"""6-8""";1.0;0;2.0033242817095847;"""3-5""";Terminated;0;#NV;#NV;Durchschnitt;#NV;3,1 - 5%;;
‹ber 60;M;;Werk;B;Permanent;;39-41;1.0;1;40.75373987043511;0-2;Active;1;Durchschnitt;#NV;#NV;Durchschnitt;;;
18-24;M;;Gesch‰ftsbereich;G;Fixed term contract;;"""3-5""";0.0;1;28.8157352174743;"""3-5""";Terminated;0;#NV;#NV;#NV;#NV;1 % - 3 %;;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""3-5""";999.0;1;23.03923957087663;"""3-5""";Active;0;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;;;
51-60;M;;HQ;F;Permanent;;21-23;1.0;1;3.9237713990866374;"""6-8""";Dormant;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;5,1 - 10%;;10%-14%
25-30;M;31.08.2023;HQ;E;Permanent;;0-2;1.0;1;195.54272223003846;0-2;Active;0;#NV;#NV;#NV;#NV;5,1 - 10%;;
51-60;M;;Werk;D;Permanent;;15-17;0.0;0;48.67148012399436;15-17;Dormant;0;Unrated;#NV;#NV;#NV;;;5%-9%
51-60;F;;Gesch‰ftsbereich;C;Permanent;15.03.2023;15-17;0.5;0;15.526686324182316;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;3,1 - 5%;;
25-30;F;31.07.2022;HQ;A;Permanent;;"""6-8""";0.5;1;41.18773945537191;"""6-8""";Active;0;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;1 % - 3 %;kleiner 1%;35%-39%
31-40;M;;HQ;B;Permanent;;"""9-11""";0.0;0;7.586515716280702;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;5,1 - 10%;;"""-50%-46%"""
25-30;M;;Werk;D;Permanent;31.12.2023;"""9-11""";0.5;0;29.075478437026618;"""6-8""";Active;0;Durchschnitt;#NV;#NV;#NV;10,1 - 15 %;;
31-40;M;28.02.2027;Werk;G;Permanent;;"""12-14""";999.0;1;70.95790714044328;"""3-5""";Dormant;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;;10%-14%
41-50;M;;HQ;C;Permanent;;"""12-14""";0.5;1;7.893227886508105;0-2;Active;1;#NV;Durchschnitt;Durchschnitt;‹berdurchschnitt;;;5%-9%
51-60;M;;Werk;G;Permanent;31.12.2022;39-41;1.0;1;42.50530019213637;"""3-5""";Active;0;Durchschnitt;#NV;#NV;Durchschnitt;20,01 - 40%;3,1 - 5%;
25-30;M;;Werk;C;Permanent;;0-2;0.5;0;182.09942411689468;0-2;Terminated;0;#NV;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;5,1 - 10%;5,1 - 10%;
25-30;M;;Werk;G;Permanent;;"""9-11""";0.5;1;24.161127076562067;"""3-5""";Active;0;‹berdurchschnitt;#NV;Durchschnitt;#NV;20,01 - 40%;;10%-14%
‹ber 60;M;;HQ;B;Permanent;;30-32;999.0;0;75.84467362058518;"""3-5""";Active;1;#NV;#NV;#NV;#NV;;;
31-40;M;;Werk;A;Permanent;;"""6-8""";999.0;0;64.57766175526667;"""6-8""";Active;0;#NV;#NV;Durchschnitt;#NV;;;20%-24%
25-30;M;;Gesch‰ftsbereich;B;Fixed term contract;;"""3-5""";0.5;0;4.106718827728706;0-2;Active;1;#NV;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;kleiner 1%;15%-19%
31-40;M;;Werk;A;Permanent;31.08.2023;"""3-5""";0.5;1;3.5248181901096194;"""3-5""";Active;0;#NV;‹berdurchschnitt;#NV;#NV;;;25%-29%
18-24;M;;Gesch‰ftsbereich;C;Permanent;;0-2;0.5;0;65.2504356716473;0-2;Active;1;#NV;Unrated;#NV;‹berdurchschnitt;kleiner 1 %;5,1 - 10%;
41-50;M;28.02.2027;Gesch‰ftsbereich;B;Permanent;;"""12-14""";0.0;1;4.41611638136877;"""3-5""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;;15,1 - 20%;20%-24%
41-50;M;30.09.2025;Gesch‰ftsbereich;C;Permanent;;21-23;999.0;1;30.617775982319987;"""12-14""";Terminated;0;#NV;Durchschnitt;#NV;#NV;;20,1 - 40%;5%-9%
31-40;M;;Werk;A;Permanent;;"""12-14""";999.0;1;45.375152295010565;"""6-8""";Dormant;0;#NV;#NV;#NV;‹berdurchschnitt;;;20%-24%
51-60;M;;Gesch‰ftsbereich;B;Permanent;;21-23;999.0;1;147.37433814701043;"""12-14""";Active;0;Durchschnitt;Unrated;‹berdurchschnitt;‹berdurchschnitt;5,1 - 10%;1,0 - 3 %;
51-60;F;;Werk;B;Fixed term contract;;24-26;0.0;0;161.33628966471042;"""3-5""";Terminated;1;Durchschnitt;#NV;Unterdurchschnitt;#NV;;kleiner 1%;5%-9%
25-30;M;;HQ;C;Permanent;31.01.2023;0-2;0.0;1;23.65898537617631;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;10,1 - 15 %;5,1 - 10%;
25-30;M;;Werk;D;Permanent;;0-2;1.0;0;55.96626307635468;0-2;Active;1;#NV;Unrated;‹berdurchschnitt;#NV;;5,1 - 10%;
41-50;M;;Werk;B;Permanent;;"""12-14""";1.0;0;16.73932912821292;0-2;Active;0;#NV;#NV;#NV;Durchschnitt;3,1 - 5%;1,0 - 3 %;20%-24%
41-50;M;;Gesch‰ftsbereich;B;Permanent;;"""9-11""";1.0;1;7.942795641204585;"""3-5""";Active;1;Durchschnitt;#NV;Durchschnitt;#NV;;;10%-14%
51-60;M;;Gesch‰ftsbereich;B;Fixed term contract;;33-35;999.0;0;12.05470176039433;15-17;Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;5,1 - 10%;;10%-14%
41-50;M;31.07.2025;Gesch‰ftsbereich;C;Permanent;;"""12-14""";999.0;1;15.834575631207297;"""12-14""";Active;1;#NV;Durchschnitt;#NV;Durchschnitt;;10,1 - 15%;
51-60;F;;Gesch‰ftsbereich;D;Fixed term contract;;"""12-14""";0.0;1;20.805249352991265;"""3-5""";Terminated;1;#NV;Unterdurchschnitt;#NV;#NV;kleiner 1 %;20,1 - 40%;5%-9%
31-40;M;31.05.2024;Werk;B;Permanent;;"""12-14""";0.5;0;63.865045888617914;"""9-11""";Dormant;1;‹berdurchschnitt;#NV;#NV;#NV;;;
18-24;M;;Gesch‰ftsbereich;C;Fixed term contract;31.07.2022;0-2;999.0;0;21.58480740673052;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;kleiner 1 %;;
25-30;F;;Werk;E;Permanent;;"""3-5""";1.0;1;18.260934494243298;"""3-5""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;Unterdurchschnitt;;;20%-24%
41-50;M;;Werk;E;Fixed term contract;;"""9-11""";999.0;1;45.96284316372531;"""6-8""";Terminated;1;#NV;#NV;#NV;‹berdurchschnitt;3,1 - 5%;;15%-19%
41-50;F;;Gesch‰ftsbereich;C;Permanent;;"""12-14""";1.0;0;58.85938649142853;"""12-14""";Active;1;Durchschnitt;#NV;‹berdurchschnitt;‹berdurchschnitt;1 % - 3 %;;5%-9%
‹ber 60;M;;Werk;G;Fixed term contract;;27-29;999.0;0;56.61789562496736;0-2;Active;1;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;;5,1 - 10%;5%-9%
51-60;M;;Werk;A;Permanent;;0-2;999.0;0;72.54852955170156;0-2;Terminated;1;Durchschnitt;#NV;#NV;#NV;;;
51-60;M;;Werk;B;Permanent;;39-41;1.0;1;53.85934875102653;15-17;Active;1;Durchschnitt;#NV;#NV;#NV;3,1 - 5%;kleiner 1%;10%-14%
25-30;F;;HQ;F;Fixed term contract;;0-2;0.0;1;265.22058259317254;0-2;Active;1;‹berdurchschnitt;#NV;#NV;#NV;10,1 - 15 %;;
51-60;M;;HQ;E;Permanent;;21-23;1.0;0;12.249401975616808;"""12-14""";Dormant;1;Unrated;‹berdurchschnitt;#NV;Durchschnitt;;;15%-19%
51-60;M;;Werk;F;Permanent;;33-35;0.0;1;8.579740762333236;"""6-8""";Terminated;0;#NV;#NV;#NV;#NV;5,1 - 10%;;
Unter 18;M;31.08.2025;Werk;E;Permanent;31.08.2023;0-2;1.0;0;264.74326072996206;0-2;Active;0;Durchschnitt;#NV;‹berdurchschnitt;Durchschnitt;;1,0 - 3 %;
31-40;M;;Werk;A;Permanent;14.07.2024;"""12-14""";0.5;1;40.16772104091575;0-2;Active;0;#NV;#NV;Durchschnitt;Durchschnitt;;;15%-19%
‹ber 60;F;;HQ;D;Permanent;;15-17;0.0;0;53.69426749876974;0-2;Active;1;#NV;#NV;Durchschnitt;#NV;3,1 - 5%;;
51-60;M;;Gesch‰ftsbereich;G;Permanent;;24-26;999.0;0;192.36761464569418;0-2;Terminated;1;#NV;#NV;#NV;Unrated;40,01 - 60 %;;25%-29%
41-50;M;;Werk;B;Fixed term contract;;"""3-5""";0.0;0;71.58571286477087;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;;10%-14%
51-60;M;30.06.2025;Werk;A;Permanent;;24-26;1.0;0;27.00390706406442;"""9-11""";Terminated;1;#NV;#NV;Durchschnitt;‹berdurchschnitt;1 % - 3 %;1,0 - 3 %;
41-50;F;;Werk;D;Permanent;;24-26;0.0;1;36.58726559103066;"""3-5""";Active;1;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;10,1 - 15%;5%-9%
41-50;M;;Gesch‰ftsbereich;A;Permanent;;27-29;0.5;1;4.104168345689215;18-20;Active;1;#NV;Durchschnitt;#NV;Durchschnitt;1 % - 3 %;;5%-9%
31-40;M;;Werk;D;Permanent;30.09.2023;15-17;1.0;1;9.202957839355905;0-2;Active;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;;1,0 - 3 %;5%-9%
41-50;M;;HQ;A;Permanent;;0-2;0.0;0;40.53849610048037;0-2;Active;1;#NV;#NV;Durchschnitt;#NV;5,1 - 10%;1,0 - 3 %;
51-60;M;;Werk;G;Permanent;;0-2;999.0;1;74.34109415200473;0-2;Terminated;1;#NV;Durchschnitt;‹berdurchschnitt;#NV;5,1 - 10%;5,1 - 10%;
18-24;M;;HQ;B;Fixed term contract;31.03.2024;0-2;999.0;1;26.117953801301166;0-2;Active;1;‹berdurchschnitt;#NV;Durchschnitt;#NV;;1,0 - 3 %;
31-40;F;30.04.2025;Werk;B;Permanent;30.11.2023;0-2;0.5;0;99.72799922194116;0-2;Active;1;#NV;#NV;#NV;Unrated;;20,1 - 40%;
51-60;M;;HQ;F;Permanent;;"""9-11""";0.0;1;187.22666825825885;"""3-5""";Active;0;#NV;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;;kleiner 1%;5%-9%
41-50;F;;HQ;B;Permanent;;21-23;0.0;0;4.554529155304623;"""3-5""";Active;0;#NV;#NV;#NV;#NV;kleiner 1 %;1,0 - 3 %;
25-30;M;;Gesch‰ftsbereich;B;Permanent;30.11.2024;"""6-8""";1.0;0;-4.041302981072256;"""3-5""";Active;0;#NV;#NV;#NV;Unrated;;;
18-24;M;;HQ;D;Permanent;;0-2;1.0;1;268.9311669847749;0-2;Active;1;#NV;#NV;‹berdurchschnitt;#NV;5,1 - 10%;;
‹ber 60;M;;Werk;A;Permanent;;33-35;1.0;0;190.8660157379783;15-17;Terminated;1;#NV;Durchschnitt;#NV;Unterdurchschnitt;10,1 - 15 %;;
41-50;M;;Werk;F;Permanent;;24-26;1.0;0;30.334772355859688;"""9-11""";Dormant;0;#NV;‹berdurchschnitt;#NV;#NV;;;10%-14%
25-30;M;;Gesch‰ftsbereich;E;Permanent;;0-2;999.0;0;185.18689488691297;0-2;Terminated;0;#NV;#NV;Unrated;#NV;5,1 - 10%;;
41-50;M;;HQ;B;Permanent;;"""12-14""";0.5;0;45.68669369129332;"""12-14""";Active;0;#NV;#NV;#NV;#NV;10,1 - 15 %;;10%-14%
51-60;M;;Werk;C;Permanent;;24-26;0.0;0;66.7605591419146;0-2;Terminated;1;#NV;Durchschnitt;#NV;Durchschnitt;3,1 - 5%;5,1 - 10%;5%-9%
31-40;M;;Gesch‰ftsbereich;E;Permanent;;"""12-14""";0.5;0;19.363841051202055;"""6-8""";Active;0;Unrated;#NV;‹berdurchschnitt;#NV;5,1 - 10%;1,0 - 3 %;"""-45%-41%"""
31-40;M;;Gesch‰ftsbereich;C;Permanent;;"""6-8""";1.0;1;26.20040939574905;"""6-8""";Active;0;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;5,1 - 10%;5,1 - 10%;
51-60;F;;Werk;D;Fixed term contract;;"""6-8""";1.0;1;47.06167685361491;0-2;Active;1;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;Unrated;1 % - 3 %;3,1 - 5%;5%-9%
41-50;M;30.09.2024;Werk;C;Permanent;;"""6-8""";0.0;0;86.08369574132752;"""3-5""";Active;0;#NV;#NV;‹berdurchschnitt;#NV;;;15%-19%
‹ber 60;M;11.07.2025;Werk;A;Permanent;;21-23;0.0;0;157.56849114468437;0-2;Terminated;0;#NV;#NV;‹berdurchschnitt;#NV;;3,1 - 5%;
25-30;M;;Werk;G;Permanent;;0-2;0.0;0;18.657961099493924;0-2;Active;1;#NV;#NV;Durchschnitt;‹berdurchschnitt;;1,0 - 3 %;
31-40;M;;Gesch‰ftsbereich;E;Permanent;31.05.2024;18-20;999.0;0;69.67276711210799;0-2;Active;0;#NV;#NV;Durchschnitt;#NV;;1,0 - 3 %;20%-24%
41-50;M;31.12.2025;HQ;A;Permanent;;"""9-11""";0.5;0;13.808924560432857;"""3-5""";Terminated;0;Durchschnitt;#NV;#NV;Durchschnitt;;kleiner 1%;
‹ber 60;M;;Werk;B;Permanent;;39-41;999.0;1;204.003677861506;"""3-5""";Active;1;#NV;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;;
51-60;M;;Gesch‰ftsbereich;D;Permanent;31.08.2022;36-38;0.0;1;184.36981363404834;18-20;Terminated;1;‹berdurchschnitt;Unrated;‹berdurchschnitt;#NV;3,1 - 5%;1,0 - 3 %;5%-9%
31-40;M;;Werk;G;Permanent;;"""9-11""";1.0;0;32.044658130388896;"""9-11""";Active;1;#NV;#NV;‹berdurchschnitt;#NV;;1,0 - 3 %;10%-14%
41-50;F;;Werk;F;Permanent;;"""12-14""";1.0;1;15.30030000744446;"""6-8""";Dormant;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;;3,1 - 5%;10%-14%
41-50;M;;Gesch‰ftsbereich;E;Permanent;;0-2;0.0;1;94.26369442486491;0-2;Active;0;#NV;Unrated;Durchschnitt;‹berdurchschnitt;5,1 - 10%;3,1 - 5%;
‹ber 60;M;;Gesch‰ftsbereich;F;Permanent;31.01.2024;18-20;0.5;0;13.384977765958105;"""9-11""";Terminated;0;#NV;Durchschnitt;#NV;#NV;;;10%-14%
41-50;M;;HQ;A;Permanent;;18-20;0.5;1;185.09421692838814;0-2;Active;1;#NV;#NV;#NV;Durchschnitt;;3,1 - 5%;15%-19%
31-40;M;;Werk;C;Permanent;;"""6-8""";999.0;1;27.81698463059065;"""6-8""";Terminated;1;Durchschnitt;#NV;#NV;Durchschnitt;;;
51-60;F;;HQ;G;Fixed term contract;;24-26;999.0;1;13.81725844313557;"""12-14""";Active;1;#NV;#NV;Unterdurchschnitt;#NV;1 % - 3 %;1,0 - 3 %;5%-9%
‹ber 60;F;31.12.2023;Gesch‰ftsbereich;D;Permanent;;15-17;0.0;0;53.00257091189776;15-17;Terminated;1;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;5,1 - 10%;1,0 - 3 %;10%-14%
31-40;M;;HQ;G;Permanent;;0-2;1.0;0;176.9771644960632;0-2;Active;1;Unrated;#NV;#NV;#NV;5,1 - 10%;;
